"GEO_ID","NAME","P001001",
"Geography","Label for GEO_ID","Total",
"1000000US490011001001000","Block 1000, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001001","Block 1001, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001002","Block 1002, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001003","Block 1003, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001004","Block 1004, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001005","Block 1005, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001006","Block 1006, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001007","Block 1007, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001008","Block 1008, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001009","Block 1009, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001010","Block 1010, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001011","Block 1011, Block Group 1, Census Tract 1001, Beaver County, Utah","6",
"1000000US490011001001012","Block 1012, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001013","Block 1013, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001014","Block 1014, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001015","Block 1015, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001016","Block 1016, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001017","Block 1017, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001018","Block 1018, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001019","Block 1019, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001020","Block 1020, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001021","Block 1021, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001022","Block 1022, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001023","Block 1023, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001024","Block 1024, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001025","Block 1025, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001026","Block 1026, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001027","Block 1027, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001028","Block 1028, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001029","Block 1029, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001030","Block 1030, Block Group 1, Census Tract 1001, Beaver County, Utah","4",
"1000000US490011001001031","Block 1031, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001032","Block 1032, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001033","Block 1033, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001034","Block 1034, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001035","Block 1035, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001036","Block 1036, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001037","Block 1037, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001038","Block 1038, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001039","Block 1039, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001040","Block 1040, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001041","Block 1041, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001042","Block 1042, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001043","Block 1043, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001044","Block 1044, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001045","Block 1045, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001046","Block 1046, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001047","Block 1047, Block Group 1, Census Tract 1001, Beaver County, Utah","5",
"1000000US490011001001048","Block 1048, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001049","Block 1049, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001050","Block 1050, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001051","Block 1051, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001052","Block 1052, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
"1000000US490011001001053","Block 1053, Block Group 1, Census Tract 1001, Beaver County, Utah","0",
